row_label,src_dataset,test_dataset,few_label,run_idx,test_acc,val_acc,duration_sec,gpu_id,stdout_path,stderr_path,meta_path
HGL-C,Cora,Cora,10shot,1,0.735,0.748,26.589327812194824,0,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run1.meta.json
HGL-C,Cora,Cora,10shot,2,0.726,0.748,27.08924627304077,1,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run2.meta.json
HGL-C,Cora,Cora,10shot,4,0.731,0.728,27.76774764060974,3,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run4.meta.json
HGL-C,Cora,Cora,10shot,5,0.715,0.75,29.38429880142212,4,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run5.meta.json
HGL-C,Cora,Cora,10shot,3,0.741,0.758,29.966529607772827,2,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Cora/HGL-C__test-Cora__few-10shot__run3.meta.json
HGL-C,Cora,Photo,Public,2,0.9451,0.9392,110.01987504959106,1,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run2.meta.json
HGL-C,Cora,Photo,Public,4,0.9392,0.9392,110.1283826828003,3,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run4.meta.json
HGL-C,Cora,Photo,Public,1,0.9399,0.9294,116.77137541770935,0,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run1.meta.json
HGL-C,Cora,Photo,Public,3,0.9268,0.932,120.23041844367981,2,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run3.meta.json
HGL-C,Cora,Photo,Public,5,0.9399,0.9438,124.78057956695557,4,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__public__run5.meta.json
HGL-C,Cora,Photo,5shot,4,0.8744,0.8732,116.75114035606384,3,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run4.meta.json
HGL-C,Cora,Photo,5shot,2,0.8735,0.8732,122.67350769042969,1,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run2.meta.json
HGL-C,Cora,Photo,5shot,1,0.8691,0.8719,123.9818925857544,0,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run1.meta.json
HGL-C,Cora,Photo,5shot,3,0.8698,0.8712,114.46892952919006,2,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run3.meta.json
HGL-C,Cora,Photo,5shot,5,0.874,0.8739,116.80498552322388,4,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-5shot__run5.meta.json
HGL-C,Cora,Photo,10shot,5,0.9133,0.9148,86.924720287323,4,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run5.meta.json
HGL-C,Cora,Photo,10shot,2,0.9052,0.9042,115.07494497299194,1,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run2.meta.json
HGL-C,Cora,Photo,10shot,3,0.8985,0.8983,108.12923216819763,2,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run3.meta.json
HGL-C,Cora,Photo,10shot,4,0.9094,0.9102,126.65276598930359,3,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run4.meta.json
HGL-C,Cora,Photo,10shot,1,0.9064,0.9102,119.90861105918884,0,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-C/Photo/HGL-C__test-Photo__few-10shot__run1.meta.json
HGL-Com,Computers,Cora,Public,5,0.8524,0.8395,55.00870680809021,4,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run5.meta.json
HGL-Com,Computers,Cora,Public,2,0.8672,0.869,58.88351058959961,1,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run2.meta.json
HGL-Com,Computers,Cora,Public,3,0.8819,0.8487,59.851396799087524,2,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run3.meta.json
HGL-Com,Computers,Cora,Public,4,0.8764,0.8893,61.82016944885254,3,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run4.meta.json
HGL-Com,Computers,Cora,Public,1,0.8875,0.8598,61.71172046661377,0,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__public__run1.meta.json
HGL-Com,Computers,Cora,5shot,5,0.709,0.702,33.887463092803955,4,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run5.meta.json
HGL-Com,Computers,Cora,5shot,3,0.675,0.684,30.856252431869507,2,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run3.meta.json
HGL-Com,Computers,Cora,5shot,2,0.708,0.712,33.42374348640442,1,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run2.meta.json
HGL-Com,Computers,Cora,5shot,4,0.689,0.686,32.417280435562134,3,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run4.meta.json
HGL-Com,Computers,Cora,5shot,1,0.666,0.672,34.23055624961853,0,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-5shot__run1.meta.json
HGL-Com,Computers,Cora,10shot,5,0.717,0.736,34.37822365760803,4,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run5.meta.json
HGL-Com,Computers,Cora,10shot,3,0.721,0.738,31.690115928649902,2,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run3.meta.json
HGL-Com,Computers,Cora,10shot,2,0.731,0.75,33.32239079475403,1,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run2.meta.json
HGL-Com,Computers,Cora,10shot,4,0.731,0.744,30.637852907180786,3,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run4.meta.json
HGL-Com,Computers,Cora,10shot,1,0.738,0.748,29.990909099578857,0,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Cora/HGL-Com__test-Cora__few-10shot__run1.meta.json
HGL-Com,Computers,Photo,Public,5,0.9301,0.9209,97.35039591789246,4,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run5.meta.json
HGL-Com,Computers,Photo,Public,2,0.915,0.9248,123.07094717025757,1,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run2.meta.json
HGL-Com,Computers,Photo,Public,1,0.9085,0.9216,113.16599297523499,0,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run1.meta.json
HGL-Com,Computers,Photo,Public,3,0.9294,0.9314,131.34348845481873,2,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run3.meta.json
HGL-Com,Computers,Photo,Public,4,0.9026,0.9216,122.53054118156433,3,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__public__run4.meta.json
HGL-Com,Computers,Photo,5shot,5,0.8781,0.885,117.32132458686829,4,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run5.meta.json
HGL-Com,Computers,Photo,5shot,3,0.8946,0.9028,100.79619312286377,2,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run3.meta.json
HGL-Com,Computers,Photo,5shot,4,0.8795,0.8765,110.31108355522156,3,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run4.meta.json
HGL-Com,Computers,Photo,5shot,2,0.8716,0.8745,122.80453872680664,1,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run2.meta.json
HGL-Com,Computers,Photo,5shot,1,0.8765,0.8778,124.8016676902771,0,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-5shot__run1.meta.json
HGL-Com,Computers,Photo,10shot,5,0.912,0.9135,123.75007128715515,4,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run5.meta.json
HGL-Com,Computers,Photo,10shot,3,0.9039,0.9016,124.18208432197571,2,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run3.meta.json
HGL-Com,Computers,Photo,10shot,1,0.9115,0.9161,118.36094093322754,0,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run1.meta.json
HGL-Com,Computers,Photo,10shot,2,0.899,0.8943,123.21009993553162,1,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run2.meta.json
HGL-CS,CiteSeer,Cora,Public,5,0.8672,0.9022,48.51173257827759,4,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run5.meta.json
HGL-Com,Computers,Photo,10shot,4,0.9117,0.9075,131.83767557144165,3,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-Com/Photo/HGL-Com__test-Photo__few-10shot__run4.meta.json
HGL-CS,CiteSeer,Cora,5shot,5,0.692,0.684,29.105263710021973,4,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run5.meta.json
HGL-CS,CiteSeer,Cora,Public,3,0.869,0.8856,50.62719392776489,2,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run3.meta.json
HGL-CS,CiteSeer,Cora,Public,4,0.8838,0.8561,40.46875500679016,3,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run4.meta.json
HGL-CS,CiteSeer,Cora,Public,1,0.8616,0.8801,48.47093892097473,0,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run1.meta.json
HGL-CS,CiteSeer,Cora,Public,2,0.8764,0.8745,52.498703718185425,1,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run2.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run2.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__public__run2.meta.json
HGL-CS,CiteSeer,Cora,10shot,5,0.706,0.752,29.047060251235962,4,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-10shot__run5.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-10shot__run5.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-10shot__run5.meta.json
HGL-CS,CiteSeer,Cora,5shot,3,0.708,0.7,28.92098832130432,2,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run3.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run3.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run3.meta.json
HGL-CS,CiteSeer,Cora,5shot,4,0.695,0.698,28.94635772705078,3,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run4.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run4.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run4.meta.json
HGL-CS,CiteSeer,Cora,5shot,1,0.682,0.698,29.927391290664673,0,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run1.stdout.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run1.stderr.txt,./experiments/20251001-200324/logs/HGL-CS/Cora/HGL-CS__test-Cora__few-5shot__run1.meta.json
