row_label,src_dataset,test_dataset,few_label,run_idx,test_acc,val_acc,duration_sec,gpu_id,stdout_path,stderr_path,meta_path
HGL-Com,Computers,CiteSeer,Public,1,0.7628,0.7459,63.917975664138794,0,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run1.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run1.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run1.meta.json
HGL-Com,Computers,CiteSeer,Public,4,0.7523,0.7744,65.76492166519165,3,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run4.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run4.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run4.meta.json
HGL-Com,Computers,CiteSeer,Public,3,0.7402,0.7564,67.31492972373962,2,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run3.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run3.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run3.meta.json
HGL-Com,Computers,CiteSeer,Public,2,0.7372,0.7835,68.52585458755493,1,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run2.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run2.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run2.meta.json
HGL-Com,Computers,CiteSeer,Public,5,0.7583,0.7534,69.97948598861694,4,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run5.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run5.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__public__run5.meta.json
HGL-Com,Computers,CiteSeer,5shot,5,0.722,0.726,56.54397940635681,4,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run5.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run5.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run5.meta.json
HGL-Com,Computers,CiteSeer,5shot,2,0.709,0.72,64.72526574134827,1,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run2.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run2.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run2.meta.json
HGL-Com,Computers,CiteSeer,5shot,1,0.725,0.712,70.46736884117126,0,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run1.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run1.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run1.meta.json
HGL-Com,Computers,CiteSeer,5shot,4,0.704,0.698,68.86743521690369,3,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run4.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run4.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run4.meta.json
HGL-Com,Computers,CiteSeer,5shot,3,0.706,0.692,71.90773606300354,2,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run3.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run3.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-5shot__run3.meta.json
HGL-Com,Computers,CiteSeer,10shot,5,0.714,0.708,51.56092882156372,4,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.meta.json
HGL-Com,Computers,CiteSeer,10shot,3,0.54,0.536,58.268251180648804,2,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.meta.json
HGL-Com,Computers,CiteSeer,10shot,2,0.668,0.666,66.32102394104004,1,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stdout.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stderr.txt,./experiments/20251002-003940/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.meta.json
