row_label,src_dataset,test_dataset,few_label,run_idx,test_acc,val_acc,duration_sec,gpu_id,stdout_path,stderr_path,meta_path
HGL-Com,Computers,CiteSeer,10shot,5,0.416,0.452,44.19961714744568,4,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stdout.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stderr.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.meta.json
HGL-Com,Computers,CiteSeer,10shot,2,0.515,0.536,44.65514039993286,1,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stdout.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stderr.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.meta.json
HGL-Com,Computers,CiteSeer,10shot,4,0.484,0.516,44.83582782745361,3,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.stdout.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.stderr.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.meta.json
HGL-Com,Computers,CiteSeer,10shot,1,0.542,0.572,45.12023997306824,0,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.stdout.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.stderr.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.meta.json
HGL-Com,Computers,CiteSeer,10shot,3,0.382,0.408,45.18141984939575,2,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stdout.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stderr.txt,./experiments/20251002-172747/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.meta.json
