row_label,src_dataset,test_dataset,few_label,run_idx,test_acc,val_acc,duration_sec,gpu_id,stdout_path,stderr_path,meta_path
HGL-P,Photo,PubMed,10shot,4,0.759,0.798,170.57829976081848,3,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run4.meta.json
HGL-P,Photo,PubMed,10shot,3,0.778,0.814,185.1653769016266,2,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run3.meta.json
HGL-P,Photo,PubMed,10shot,1,0.763,0.832,177.41647720336914,0,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run1.meta.json
HGL-P,Photo,PubMed,10shot,2,0.749,0.814,163.49476957321167,1,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run2.meta.json
HGL-P,Photo,PubMed,10shot,5,0.76,0.8,176.96521162986755,4,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/PubMed/HGL-P__test-PubMed__few-10shot__run5.meta.json
HGL-P,Photo,CiteSeer,Public,4,0.7447,0.7504,56.38791799545288,3,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run4.meta.json
HGL-P,Photo,CiteSeer,Public,3,0.7508,0.7534,62.74484705924988,2,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run3.meta.json
HGL-P,Photo,CiteSeer,Public,1,0.7748,0.7308,62.154574394226074,0,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run1.meta.json
HGL-P,Photo,CiteSeer,Public,2,0.7342,0.7534,61.58324384689331,1,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run2.meta.json
HGL-P,Photo,CiteSeer,Public,5,0.7252,0.7383,63.5423789024353,4,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__public__run5.meta.json
HGL-P,Photo,CiteSeer,5shot,4,0.718,0.708,65.8558361530304,3,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run4.meta.json
HGL-P,Photo,CiteSeer,5shot,3,0.681,0.686,56.03018760681152,2,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run3.meta.json
HGL-P,Photo,CiteSeer,5shot,1,0.743,0.744,59.39170598983765,0,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run1.meta.json
HGL-P,Photo,CiteSeer,5shot,2,0.642,0.662,65.97656917572021,1,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run2.meta.json
HGL-P,Photo,CiteSeer,5shot,5,0.711,0.694,62.68515372276306,4,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-5shot__run5.meta.json
HGL-P,Photo,CiteSeer,10shot,4,0.733,0.722,58.82407593727112,3,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run4.meta.json
HGL-P,Photo,CiteSeer,10shot,1,0.73,0.716,50.57377243041992,0,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run1.meta.json
HGL-P,Photo,CiteSeer,10shot,3,0.696,0.682,58.946462631225586,2,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run3.meta.json
HGL-P,Photo,Cora,Public,4,0.8524,0.8579,47.32563853263855,3,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run4.meta.json
HGL-P,Photo,CiteSeer,10shot,2,0.726,0.728,65.91299200057983,1,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run2.meta.json
HGL-P,Photo,CiteSeer,10shot,5,0.698,0.704,65.74354243278503,4,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/CiteSeer/HGL-P__test-CiteSeer__few-10shot__run5.meta.json
HGL-P,Photo,Cora,5shot,4,0.594,0.592,27.83301591873169,3,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run4.meta.json
HGL-P,Photo,Cora,Public,3,0.8524,0.8616,49.87574553489685,2,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run3.meta.json
HGL-P,Photo,Cora,Public,1,0.8727,0.8727,53.73067378997803,0,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run1.meta.json
HGL-P,Photo,Cora,10shot,4,0.695,0.726,28.243099212646484,3,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run4.meta.json
HGL-P,Photo,Cora,Public,2,0.8542,0.8708,55.31069827079773,1,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run2.meta.json
HGL-P,Photo,Cora,5shot,3,0.58,0.576,29.373682022094727,2,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run3.meta.json
HGL-P,Photo,Cora,5shot,1,0.663,0.66,28.47778582572937,0,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run1.meta.json
HGL-P,Photo,Cora,Public,5,0.8339,0.8616,52.070966720581055,4,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__public__run5.meta.json
HGL-P,Photo,Cora,5shot,2,0.645,0.658,26.563732147216797,1,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run2.meta.json
HGL-P,Photo,Cora,10shot,3,0.763,0.752,28.93760371208191,2,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run3.meta.json
HGL-P,Photo,Cora,10shot,1,0.712,0.736,28.87410044670105,0,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run1.meta.json
HGL-P,Photo,Cora,5shot,5,0.697,0.692,30.143534421920776,4,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-5shot__run5.meta.json
HGL-P,Photo,Cora,10shot,2,0.72,0.73,27.200918912887573,1,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run2.meta.json
HGL-P,Photo,Cora,10shot,5,0.74,0.756,27.887584447860718,4,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Cora/HGL-P__test-Cora__few-10shot__run5.meta.json
HGL-P,Photo,Photo,Public,4,0.9268,0.9216,125.63502621650696,3,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run4.meta.json
HGL-P,Photo,Photo,Public,3,0.9255,0.9235,135.49667763710022,2,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run3.meta.json
HGL-P,Photo,Photo,Public,1,0.9176,0.934,138.78048300743103,0,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run1.meta.json
HGL-P,Photo,Photo,Public,2,0.9216,0.9209,134.20817303657532,1,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run2.meta.json
HGL-P,Photo,Photo,Public,5,0.9281,0.9346,138.21369671821594,4,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__public__run5.meta.json
HGL-P,Photo,Photo,5shot,4,0.8798,0.8916,123.25224566459656,3,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run4.meta.json
HGL-P,Photo,Photo,5shot,3,0.8877,0.8922,124.24505996704102,2,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run3.meta.json
HGL-P,Photo,Photo,5shot,1,0.8514,0.8515,123.39840245246887,0,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run1.meta.json
HGL-P,Photo,Photo,5shot,2,0.8653,0.8653,127.87295627593994,1,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run2.meta.json
HGL-P,Photo,Photo,5shot,5,0.8816,0.8857,136.52611422538757,4,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-5shot__run5.meta.json
HGL-P,Photo,Photo,10shot,4,0.8976,0.8937,120.25329279899597,3,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run4.meta.json
HGL-P,Photo,Photo,10shot,3,0.9003,0.8956,127.09604334831238,2,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run3.meta.json
HGL-P,Photo,Photo,10shot,1,0.8996,0.9003,132.93387603759766,0,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run1.meta.json
HGL-P,Photo,Photo,10shot,2,0.8899,0.889,138.2945098876953,1,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run2.meta.json
HGL-P,Photo,Photo,10shot,5,0.8986,0.895,113.0028076171875,4,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Photo/HGL-P__test-Photo__few-10shot__run5.meta.json
HGL-P,Photo,Computers,Public,4,0.8848,0.8942,513.8545796871185,3,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run4.meta.json
HGL-P,Photo,Computers,Public,3,0.883,0.8967,567.3406410217285,2,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run3.meta.json
HGL-P,Photo,Computers,Public,5,0.8949,0.8924,562.2490236759186,4,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run5.meta.json
HGL-P,Photo,Computers,Public,1,0.8931,0.8949,633.8822638988495,0,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run1.meta.json
HGL-P,Photo,Computers,Public,2,0.8862,0.8825,626.2617528438568,1,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__public__run2.meta.json
HGL-P,Photo,Computers,5shot,4,0.7722,0.781,494.841290473938,3,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run4.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run4.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run4.meta.json
HGL-P,Photo,Computers,5shot,3,0.7564,0.7599,509.76909947395325,2,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run3.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run3.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run3.meta.json
HGL-P,Photo,Computers,5shot,5,0.7667,0.7766,583.9599950313568,4,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run5.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run5.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run5.meta.json
HGL-P,Photo,Computers,5shot,1,0.7825,0.7839,624.0085742473602,0,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run1.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run1.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run1.meta.json
HGL-P,Photo,Computers,5shot,2,0.7336,0.7405,624.8531928062439,1,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run2.stdout.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run2.stderr.txt,./experiments/20250921-151326/logs/HGL-P/Computers/HGL-P__test-Computers__few-5shot__run2.meta.json
