row_label,src_dataset,test_dataset,few_label,run_idx,test_acc,val_acc,duration_sec,gpu_id,stdout_path,stderr_path,meta_path
HGL-Com,Computers,CiteSeer,10shot,3,0.0,,6.197155475616455,2,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stdout.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stderr.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.meta.json
HGL-Com,Computers,CiteSeer,10shot,4,0.0,,6.260653734207153,3,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.stdout.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.stderr.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.meta.json
HGL-Com,Computers,CiteSeer,10shot,5,0.0,,6.509175777435303,4,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stdout.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stderr.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.meta.json
HGL-Com,Computers,CiteSeer,10shot,2,0.0,,6.679054021835327,1,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stdout.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stderr.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.meta.json
HGL-Com,Computers,CiteSeer,10shot,1,0.0,,6.854363918304443,0,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.stdout.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.stderr.txt,./experiments/20251002-025229/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.meta.json
