row_label,src_dataset,test_dataset,few_label,run_idx,test_acc,val_acc,duration_sec,gpu_id,stdout_path,stderr_path,meta_path
HGL-Com,Computers,CiteSeer,10shot,5,0.45,0.462,43.36641764640808,4,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stdout.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.stderr.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run5.meta.json
HGL-Com,Computers,CiteSeer,10shot,1,0.478,0.496,43.70142388343811,0,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.stdout.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.stderr.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run1.meta.json
HGL-Com,Computers,CiteSeer,10shot,3,0.459,0.514,43.93111491203308,2,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stdout.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.stderr.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run3.meta.json
HGL-Com,Computers,CiteSeer,10shot,4,0.381,0.386,44.18068981170654,3,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.stdout.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.stderr.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run4.meta.json
HGL-Com,Computers,CiteSeer,10shot,2,0.528,0.548,44.32590103149414,1,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stdout.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.stderr.txt,./experiments/20251002-172600/logs/HGL-Com/CiteSeer/HGL-Com__test-CiteSeer__few-10shot__run2.meta.json
